fecha,sucursal,tamano,n_tickets,ingreso_total_mxn,n_con_bebida,tasa_conversion_bebida
2025-08-28,Juriquilla,Mediano,180,38670.0,137,0.7611
2025-08-29,Campanario,Chico,95,15430.0,66,0.6947
2025-08-29,Campanario,Grande,74,19300.0,49,0.6622
2025-08-29,Campanario,Mediano,163,34545.0,112,0.6871
2025-08-29,Centro Sur,Chico,44,7395.0,38,0.8636
2025-08-29,Centro Sur,Grande,33,8545.0,20,0.6061
2025-08-29,Centro Sur,Mediano,77,16495.0,58,0.7532
2025-08-29,El Refugio,Chico,77,12560.0,56,0.7273
2025-08-29,El Refugio,Grande,46,12090.0,33,0.7174
2025-08-29,El Refugio,Mediano,124,26910.0,102,0.8226
2025-08-29,Jurica,Chico,52,8680.0,43,0.8269
2025-08-29,Jurica,Grande,36,9575.0,29,0.8056
2025-08-29,Jurica,Mediano,104,22275.0,78,0.75
2025-08-29,Juriquilla,Chico,87,14440.0,69,0.7931
2025-08-29,Juriquilla,Grande,59,15700.0,47,0.7966
2025-08-29,Juriquilla,Mediano,128,27240.0,92,0.7188
2025-08-30,Campanario,Chico,95,15630.0,72,0.7579
2025-08-30,Campanario,Grande,69,18245.0,52,0.7536
2025-08-30,Campanario,Mediano,163,34545.0,113,0.6933
2025-08-30,Centro Sur,Chico,45,7485.0,36,0.8
2025-08-30,Centro Sur,Grande,46,12085.0,32,0.6957
2025-08-30,Centro Sur,Mediano,93,20070.0,73,0.7849
2025-08-30,El Refugio,Chico,77,12620.0,57,0.7403
2025-08-30,El Refugio,Grande,56,14880.0,44,0.7857
2025-08-30,El Refugio,Mediano,122,26280.0,95,0.7787
2025-08-30,Jurica,Chico,64,10425.0,46,0.7188
2025-08-30,Jurica,Grande,41,10880.0,32,0.7805
2025-08-30,Jurica,Mediano,88,18950.0,69,0.7841
2025-08-30,Juriquilla,Chico,99,16465.0,79,0.798
2025-08-30,Juriquilla,Grande,69,18395.0,56,0.8116
2025-08-30,Juriquilla,Mediano,150,32030.0,109,0.7267
2025-08-31,Campanario,Chico,96,15785.0,73,0.7604
2025-08-31,Campanario,Grande,53,13780.0,34,0.6415
2025-08-31,Campanario,Mediano,153,32645.0,110,0.719
2025-08-31,Centro Sur,Chico,49,7860.0,32,0.6531
2025-08-31,Centro Sur,Grande,37,9935.0,32,0.8649
2025-08-31,Centro Sur,Mediano,83,17570.0,57,0.6867
2025-08-31,El Refugio,Chico,78,12635.0,54,0.6923
2025-08-31,El Refugio,Grande,55,14530.0,41,0.7455
2025-08-31,El Refugio,Mediano,124,26810.0,99,0.7984
2025-08-31,Jurica,Chico,44,7155.0,31,0.7045
2025-08-31,Jurica,Grande,40,10490.0,28,0.7
2025-08-31,Jurica,Mediano,107,23020.0,83,0.7757
2025-08-31,Juriquilla,Chico,87,14290.0,65,0.7471
2025-08-31,Juriquilla,Grande,64,16945.0,48,0.75
2025-08-31,Juriquilla,Mediano,162,34845.0,125,0.7716
2025-09-01,Campanario,Chico,110,18100.0,83,0.7545
2025-09-01,Campanario,Grande,62,16140.0,40,0.6452
2025-09-01,Campanario,Mediano,179,38540.0,140,0.7821
2025-09-01,Centro Sur,Chico,71,11380.0,46,0.6479
2025-09-01,Centro Sur,Grande,38,10145.0,31,0.8158
2025-09-01,Centro Sur,Mediano,119,25650.0,93,0.7815
2025-09-01,El Refugio,Chico,75,12615.0,64,0.8533
2025-09-01,El Refugio,Grande,61,16280.0,50,0.8197
2025-09-01,El Refugio,Mediano,134,28465.0,94,0.7015
2025-09-01,Jurica,Chico,61,9880.0,42,0.6885
2025-09-01,Jurica,Grande,44,11625.0,33,0.75
2025-09-01,Jurica,Mediano,117,24995.0,86,0.735
2025-09-01,Juriquilla,Chico,115,18750.0,83,0.7217
2025-09-01,Juriquilla,Grande,75,19685.0,53,0.7067
2025-09-01,Juriquilla,Mediano,194,41850.0,153,0.7887
2025-09-02,Campanario,Chico,107,17385.0,75,0.7009
2025-09-02,Campanario,Grande,62,16285.0,44,0.7097
2025-09-02,Campanario,Mediano,167,35675.0,123,0.7365
2025-09-02,Centro Sur,Chico,55,8750.0,34,0.6182
2025-09-02,Centro Sur,Grande,42,11045.0,30,0.7143
2025-09-02,Centro Sur,Mediano,92,19355.0,60,0.6522
2025-09-02,El Refugio,Chico,79,13000.0,60,0.7595
2025-09-02,El Refugio,Grande,60,15770.0,43,0.7167
2025-09-02,El Refugio,Mediano,128,27165.0,89,0.6953
2025-09-02,Jurica,Chico,63,10325.0,47,0.746
2025-09-02,Jurica,Grande,44,11605.0,32,0.7273
2025-09-02,Jurica,Mediano,114,24740.0,93,0.8158
2025-09-02,Juriquilla,Chico,97,15860.0,71,0.732
2025-09-02,Juriquilla,Grande,54,14375.0,43,0.7963
2025-09-02,Juriquilla,Mediano,187,40135.0,142,0.7594
2025-09-03,Campanario,Chico,105,17330.0,80,0.7619
2025-09-03,Campanario,Grande,68,18035.0,53,0.7794
2025-09-03,Campanario,Mediano,193,41125.0,138,0.715
2025-09-03,Centro Sur,Chico,64,10355.0,44,0.6875
2025-09-03,Centro Sur,Grande,55,14455.0,39,0.7091
2025-09-03,Centro Sur,Mediano,101,21550.0,73,0.7228
2025-09-03,El Refugio,Chico,84,13815.0,63,0.75
2025-09-03,El Refugio,Grande,71,18675.0,51,0.7183
2025-09-03,El Refugio,Mediano,157,33545.0,116,0.7389
2025-09-03,Jurica,Chico,63,10480.0,51,0.8095
2025-09-03,Jurica,Grande,50,13215.0,38,0.76
2025-09-03,Jurica,Mediano,117,24945.0,85,0.7265
2025-09-03,Juriquilla,Chico,105,17320.0,80,0.7619
2025-09-03,Juriquilla,Grande,84,22150.0,62,0.7381
2025-09-03,Juriquilla,Mediano,176,37665.0,130,0.7386
2025-09-04,Campanario,Chico,108,17885.0,85,0.787
2025-09-04,Campanario,Grande,81,21180.0,55,0.679
2025-09-04,Campanario,Mediano,198,42670.0,154,0.7778
2025-09-04,Centro Sur,Chico,72,11975.0,58,0.8056
2025-09-04,Centro Sur,Grande,42,10855.0,25,0.5952
2025-09-04,Centro Sur,Mediano,86,18505.0,66,0.7674
2025-09-04,El Refugio,Chico,78,12965.0,62,0.7949
2025-09-04,El Refugio,Grande,56,14800.0,42,0.75
2025-09-04,El Refugio,Mediano,152,32530.0,114,0.75
2025-09-04,Jurica,Chico,54,9065.0,45,0.8333
2025-09-04,Jurica,Grande,58,15445.0,46,0.7931
2025-09-04,Jurica,Mediano,103,22345.0,84,0.8155
2025-09-04,Juriquilla,Chico,122,19895.0,88,0.7213
2025-09-04,Juriquilla,Grande,83,21980.0,64,0.7711
2025-09-04,Juriquilla,Mediano,198,42075.0,140,0.7071
2025-09-05,Campanario,Chico,76,12505.0,58,0.7632
2025-09-05,Campanario,Grande,52,13665.0,37,0.7115
2025-09-05,Campanario,Mediano,180,38695.0,138,0.7667
2025-09-05,Centro Sur,Chico,45,7370.0,33,0.7333
2025-09-05,Centro Sur,Grande,33,8735.0,25,0.7576
2025-09-05,Centro Sur,Mediano,98,21245.0,80,0.8163
2025-09-05,El Refugio,Chico,80,13060.0,58,0.725
2025-09-05,El Refugio,Grande,52,13655.0,37,0.7115
2025-09-05,El Refugio,Mediano,118,25190.0,85,0.7203
2025-09-05,Jurica,Chico,78,13035.0,64,0.8205
2025-09-05,Jurica,Grande,47,12295.0,32,0.6809
2025-09-05,Jurica,Mediano,90,19510.0,73,0.8111
2025-09-05,Juriquilla,Chico,88,14235.0,60,0.6818
2025-09-05,Juriquilla,Grande,60,15710.0,41,0.6833
2025-09-05,Juriquilla,Mediano,157,33805.0,121,0.7707
2025-09-06,Campanario,Chico,85,13900.0,62,0.7294
2025-09-06,Campanario,Grande,65,17335.0,52,0.8
2025-09-06,Campanario,Mediano,154,33230.0,121,0.7857
2025-09-06,Centro Sur,Chico,54,8750.0,38,0.7037
2025-09-06,Centro Sur,Grande,34,9185.0,31,0.9118
2025-09-06,Centro Sur,Mediano,97,21035.0,79,0.8144
2025-09-06,El Refugio,Chico,63,10415.0,49,0.7778
2025-09-06,El Refugio,Grande,43,11035.0,24,0.5581
2025-09-06,El Refugio,Mediano,130,27855.0,97,0.7462
2025-09-06,Jurica,Chico,64,10365.0,44,0.6875
2025-09-06,Jurica,Grande,31,8115.0,21,0.6774
2025-09-06,Jurica,Mediano,84,18055.0,65,0.7738
2025-09-06,Juriquilla,Chico,87,14335.0,66,0.7586
2025-09-06,Juriquilla,Grande,59,15565.0,44,0.7458
2025-09-06,Juriquilla,Mediano,170,36480.0,129,0.7588
2025-09-07,Campanario,Chico,89,14665.0,68,0.764
2025-09-07,Campanario,Grande,51,13245.0,33,0.6471
2025-09-07,Campanario,Mediano,170,36325.0,125,0.7353
2025-09-07,Centro Sur,Chico,49,8005.0,36,0.7347
2025-09-07,Centro Sur,Grande,48,12645.0,35,0.7292
2025-09-07,Centro Sur,Mediano,81,17515.0,65,0.8025
2025-09-07,El Refugio,Chico,71,11490.0,49,0.6901
2025-09-07,El Refugio,Grande,62,16485.0,50,0.8065
2025-09-07,El Refugio,Mediano,115,24515.0,84,0.7304
2025-09-07,Jurica,Chico,59,9435.0,38,0.6441
2025-09-07,Jurica,Grande,39,10265.0,28,0.7179
2025-09-07,Jurica,Mediano,95,20540.0,76,0.8
2025-09-07,Juriquilla,Chico,95,15745.0,75,0.7895
2025-09-07,Juriquilla,Grande,52,13965.0,45,0.8654
2025-09-07,Juriquilla,Mediano,135,29020.0,103,0.763
2025-09-08,Campanario,Chico,103,16795.0,75,0.7282
2025-09-08,Campanario,Grande,73,19065.0,49,0.6712
2025-09-08,Campanario,Mediano,177,38250.0,141,0.7966
2025-09-08,Centro Sur,Chico,78,12880.0,60,0.7692
2025-09-08,Centro Sur,Grande,42,11085.0,31,0.7381
2025-09-08,Centro Sur,Mediano,113,24495.0,92,0.8142
2025-09-08,El Refugio,Chico,85,13785.0,59,0.6941
2025-09-08,El Refugio,Grande,74,19440.0,52,0.7027
2025-09-08,El Refugio,Mediano,151,32230.0,111,0.7351
2025-09-08,Jurica,Chico,61,9925.0,43,0.7049
2025-09-08,Jurica,Grande,53,14060.0,41,0.7736
2025-09-08,Jurica,Mediano,112,24020.0,84,0.75
2025-09-08,Juriquilla,Chico,99,16410.0,78,0.7879
2025-09-08,Juriquilla,Grande,81,21325.0,59,0.7284
2025-09-08,Juriquilla,Mediano,154,33075.0,117,0.7597
2025-09-09,Campanario,Chico,98,16120.0,74,0.7551
2025-09-09,Campanario,Grande,65,17390.0,54,0.8308
2025-09-09,Campanario,Mediano,174,37140.0,127,0.7299
2025-09-09,Centro Sur,Chico,73,12090.0,57,0.7808
2025-09-09,Centro Sur,Grande,44,11645.0,34,0.7727
2025-09-09,Centro Sur,Mediano,121,26015.0,93,0.7686
2025-09-09,El Refugio,Chico,99,16380.0,77,0.7778
2025-09-09,El Refugio,Grande,58,15055.0,37,0.6379
2025-09-09,El Refugio,Mediano,143,30320.0,99,0.6923
2025-09-09,Jurica,Chico,66,10795.0,48,0.7273
2025-09-09,Jurica,Grande,34,8835.0,22,0.6471
2025-09-09,Jurica,Mediano,101,21825.0,80,0.7921
2025-09-09,Juriquilla,Chico,104,16945.0,75,0.7212
2025-09-09,Juriquilla,Grande,74,19320.0,49,0.6622
2025-09-09,Juriquilla,Mediano,183,39180.0,136,0.7432
2025-09-10,Campanario,Chico,97,15885.0,72,0.7423
2025-09-10,Campanario,Grande,69,18110.0,48,0.6957
2025-09-10,Campanario,Mediano,184,39325.0,136,0.7391
2025-09-10,Centro Sur,Chico,64,10775.0,55,0.8594
2025-09-10,Centro Sur,Grande,42,11115.0,32,0.7619
2025-09-10,Centro Sur,Mediano,101,21405.0,70,0.6931
2025-09-10,El Refugio,Chico,74,12010.0,52,0.7027
2025-09-10,El Refugio,Grande,55,14520.0,41,0.7455
2025-09-10,El Refugio,Mediano,142,30545.0,109,0.7676
2025-09-10,Jurica,Chico,51,8275.0,36,0.7059
2025-09-10,Jurica,Grande,41,10885.0,32,0.7805
2025-09-10,Jurica,Mediano,117,25190.0,91,0.7778
2025-09-10,Juriquilla,Chico,126,20845.0,98,0.7778
2025-09-10,Juriquilla,Grande,71,18710.0,52,0.7324
2025-09-10,Juriquilla,Mediano,194,41735.0,151,0.7784
2025-09-11,Campanario,Chico,105,17420.0,83,0.7905
2025-09-11,Campanario,Grande,63,16425.0,41,0.6508
2025-09-11,Campanario,Mediano,185,39550.0,137,0.7405
2025-09-11,Centro Sur,Chico,55,8945.0,39,0.7091
2025-09-11,Centro Sur,Grande,50,13090.0,34,0.68
2025-09-11,Centro Sur,Mediano,88,19065.0,71,0.8068
2025-09-11,El Refugio,Chico,85,13830.0,60,0.7059
2025-09-11,El Refugio,Grande,71,18980.0,59,0.831
2025-09-11,El Refugio,Mediano,149,31775.0,108,0.7248
2025-09-11,Jurica,Chico,70,11580.0,54,0.7714
2025-09-11,Jurica,Grande,44,11580.0,32,0.7273
2025-09-11,Jurica,Mediano,97,20830.0,74,0.7629
2025-09-11,Juriquilla,Chico,117,19285.0,89,0.7607
2025-09-11,Juriquilla,Grande,73,19335.0,56,0.7671
2025-09-11,Juriquilla,Mediano,188,40010.0,134,0.7128
2025-09-12,Campanario,Chico,92,14735.0,59,0.6413
2025-09-12,Campanario,Grande,74,19420.0,52,0.7027
2025-09-12,Campanario,Mediano,157,33675.0,119,0.758
2025-09-12,Centro Sur,Chico,55,9295.0,48,0.8727
2025-09-12,Centro Sur,Grande,34,8970.0,25,0.7353
2025-09-12,Centro Sur,Mediano,99,21035.0,71,0.7172
2025-09-12,El Refugio,Chico,76,12605.0,60,0.7895
2025-09-12,El Refugio,Grande,43,11275.0,30,0.6977
2025-09-12,El Refugio,Mediano,103,22250.0,82,0.7961
2025-09-12,Jurica,Chico,70,11695.0,57,0.8143
2025-09-12,Jurica,Grande,26,6870.0,20,0.7692
2025-09-12,Jurica,Mediano,95,20275.0,69,0.7263
2025-09-12,Juriquilla,Chico,105,17335.0,81,0.7714
2025-09-12,Juriquilla,Grande,73,19335.0,56,0.7671
2025-09-12,Juriquilla,Mediano,157,33775.0,122,0.7771
2025-09-13,Campanario,Chico,90,15135.0,77,0.8556
2025-09-13,Campanario,Grande,62,16265.0,44,0.7097
2025-09-13,Campanario,Mediano,163,35185.0,128,0.7853
2025-09-13,Centro Sur,Chico,60,9655.0,40,0.6667
2025-09-13,Centro Sur,Grande,41,10870.0,32,0.7805
2025-09-13,Centro Sur,Mediano,101,21765.0,79,0.7822
2025-09-13,El Refugio,Chico,76,12415.0,56,0.7368
2025-09-13,El Refugio,Grande,43,11390.0,33,0.7674
2025-09-13,El Refugio,Mediano,136,29350.0,107,0.7868
2025-09-13,Jurica,Chico,49,8050.0,37,0.7551
2025-09-13,Jurica,Grande,27,7015.0,17,0.6296
2025-09-13,Jurica,Mediano,94,20285.0,74,0.7872
2025-09-13,Juriquilla,Chico,99,16460.0,79,0.798
2025-09-13,Juriquilla,Grande,67,17620.0,48,0.7164
2025-09-13,Juriquilla,Mediano,156,33795.0,127,0.8141
2025-09-14,Campanario,Chico,98,15930.0,69,0.7041
2025-09-14,Campanario,Grande,63,16755.0,50,0.7937
2025-09-14,Campanario,Mediano,161,34595.0,124,0.7702
2025-09-14,Centro Sur,Chico,59,9495.0,40,0.678
2025-09-14,Centro Sur,Grande,29,7680.0,22,0.7586
2025-09-14,Centro Sur,Mediano,96,20435.0,68,0.7083
2025-09-14,El Refugio,Chico,60,9705.0,42,0.7
2025-09-14,El Refugio,Grande,48,12680.0,36,0.75
2025-09-14,El Refugio,Mediano,129,27620.0,98,0.7597
2025-09-14,Jurica,Chico,50,8230.0,38,0.76
2025-09-14,Jurica,Grande,42,10930.0,27,0.6429
2025-09-14,Jurica,Mediano,85,18165.0,62,0.7294
2025-09-14,Juriquilla,Chico,99,16235.0,74,0.7475
2025-09-14,Juriquilla,Grande,73,19355.0,56,0.7671
2025-09-14,Juriquilla,Mediano,165,35255.0,121,0.7333
2025-09-15,Campanario,Chico,99,16460.0,79,0.798
2025-09-15,Campanario,Grande,66,17435.0,49,0.7424
2025-09-15,Campanario,Mediano,189,41010.0,155,0.8201
2025-09-15,Centro Sur,Chico,65,10850.0,53,0.8154
2025-09-15,Centro Sur,Grande,41,10930.0,33,0.8049
2025-09-15,Centro Sur,Mediano,90,19235.0,66,0.7333
2025-09-15,El Refugio,Chico,88,14570.0,69,0.7841
2025-09-15,El Refugio,Grande,43,11515.0,36,0.8372
2025-09-15,El Refugio,Mediano,146,31035.0,103,0.7055
2025-09-15,Jurica,Chico,49,7965.0,35,0.7143
2025-09-15,Jurica,Grande,44,11510.0,30,0.6818
2025-09-15,Jurica,Mediano,86,18645.0,70,0.814
2025-09-15,Juriquilla,Chico,90,14705.0,66,0.7333
2025-09-15,Juriquilla,Grande,83,21855.0,60,0.7229
2025-09-15,Juriquilla,Mediano,173,37160.0,132,0.763
2025-09-16,Campanario,Chico,123,19980.0,86,0.6992
2025-09-16,Campanario,Grande,66,17820.0,59,0.8939
2025-09-16,Campanario,Mediano,171,36780.0,131,0.7661
2025-09-16,Centro Sur,Chico,63,10500.0,51,0.8095
2025-09-16,Centro Sur,Grande,49,12955.0,37,0.7551
2025-09-16,Centro Sur,Mediano,113,23820.0,75,0.6637
2025-09-16,El Refugio,Chico,90,14910.0,71,0.7889
2025-09-16,El Refugio,Grande,68,17900.0,50,0.7353
2025-09-16,El Refugio,Mediano,139,29510.0,97,0.6978
2025-09-16,Jurica,Chico,64,10390.0,45,0.7031
2025-09-16,Jurica,Grande,36,9710.0,32,0.8889
2025-09-16,Jurica,Mediano,105,22805.0,86,0.819
2025-09-16,Juriquilla,Chico,116,18955.0,84,0.7241
2025-09-16,Juriquilla,Grande,77,20435.0,60,0.7792
2025-09-16,Juriquilla,Mediano,175,37525.0,132,0.7543
2025-09-17,Campanario,Chico,106,17710.0,87,0.8208
2025-09-17,Campanario,Grande,74,19215.0,47,0.6351
2025-09-17,Campanario,Mediano,206,44375.0,161,0.7816
2025-09-17,Centro Sur,Chico,55,8995.0,40,0.7273
2025-09-17,Centro Sur,Grande,38,9945.0,26,0.6842
2025-09-17,Centro Sur,Mediano,109,23385.0,83,0.7615
2025-09-17,El Refugio,Chico,85,13955.0,64,0.7529
2025-09-17,El Refugio,Grande,60,15935.0,48,0.8
2025-09-17,El Refugio,Mediano,160,34185.0,117,0.7312
2025-09-17,Jurica,Chico,57,9320.0,42,0.7368
2025-09-17,Jurica,Grande,42,11130.0,32,0.7619
2025-09-17,Jurica,Mediano,111,23725.0,81,0.7297
2025-09-17,Juriquilla,Chico,93,14990.0,63,0.6774
2025-09-17,Juriquilla,Grande,71,18855.0,56,0.7887
2025-09-17,Juriquilla,Mediano,185,39810.0,143,0.773
2025-09-18,Campanario,Chico,96,15940.0,76,0.7917
2025-09-18,Campanario,Grande,72,19055.0,55,0.7639
2025-09-18,Campanario,Mediano,187,40240.0,144,0.7701
2025-09-18,Centro Sur,Chico,75,12255.0,54,0.72
2025-09-18,Centro Sur,Grande,39,10250.0,28,0.7179
2025-09-18,Centro Sur,Mediano,118,25430.0,93,0.7881
2025-09-18,El Refugio,Chico,88,14535.0,68,0.7727
2025-09-18,El Refugio,Grande,60,15935.0,47,0.7833
2025-09-18,El Refugio,Mediano,153,32675.0,112,0.732
2025-09-18,Jurica,Chico,51,8230.0,35,0.6863
2025-09-18,Jurica,Grande,45,11975.0,36,0.8
2025-09-18,Jurica,Mediano,101,21495.0,72,0.7129
2025-09-18,Juriquilla,Chico,99,16295.0,75,0.7576
2025-09-18,Juriquilla,Grande,66,17435.0,49,0.7424
2025-09-18,Juriquilla,Mediano,184,38930.0,125,0.6793
2025-09-19,Campanario,Chico,85,14100.0,67,0.7882
2025-09-19,Campanario,Grande,70,18490.0,52,0.7429
2025-09-19,Campanario,Mediano,161,34625.0,124,0.7702
2025-09-19,Centro Sur,Chico,54,8785.0,38,0.7037
2025-09-19,Centro Sur,Grande,35,9235.0,26,0.7429
2025-09-19,Centro Sur,Mediano,88,18670.0,61,0.6932
2025-09-19,El Refugio,Chico,76,12235.0,51,0.6711
2025-09-19,El Refugio,Grande,54,14275.0,41,0.7593
2025-09-19,El Refugio,Mediano,125,26830.0,95,0.76
2025-09-19,Jurica,Chico,52,8435.0,36,0.6923
2025-09-19,Jurica,Grande,40,10605.0,31,0.775
2025-09-19,Jurica,Mediano,115,24410.0,80,0.6957
2025-09-19,Juriquilla,Chico,83,13420.0,57,0.6867
2025-09-19,Juriquilla,Grande,63,17025.0,57,0.9048
2025-09-19,Juriquilla,Mediano,152,32645.0,116,0.7632
2025-09-20,Campanario,Chico,87,14440.0,69,0.7931
2025-09-20,Campanario,Grande,64,16900.0,47,0.7344
2025-09-20,Campanario,Mediano,158,34030.0,123,0.7785
2025-09-20,Centro Sur,Chico,62,10265.0,49,0.7903
2025-09-20,Centro Sur,Grande,32,8535.0,26,0.8125
2025-09-20,Centro Sur,Mediano,92,19900.0,74,0.8043
2025-09-20,El Refugio,Chico,76,12650.0,62,0.8158
2025-09-20,El Refugio,Grande,58,15440.0,46,0.7931
2025-09-20,El Refugio,Mediano,150,32355.0,118,0.7867
2025-09-20,Jurica,Chico,46,7620.0,36,0.7826
2025-09-20,Jurica,Grande,33,8700.0,24,0.7273
2025-09-20,Jurica,Mediano,78,16650.0,57,0.7308
2025-09-20,Juriquilla,Chico,98,16090.0,74,0.7551
2025-09-20,Juriquilla,Grande,65,17165.0,49,0.7538
2025-09-20,Juriquilla,Mediano,142,30640.0,112,0.7887
2025-09-21,Campanario,Chico,92,15210.0,72,0.7826
2025-09-21,Campanario,Grande,60,15725.0,41,0.6833
2025-09-21,Campanario,Mediano,162,34805.0,124,0.7654
2025-09-21,Centro Sur,Chico,55,8905.0,38,0.6909
2025-09-21,Centro Sur,Grande,39,10210.0,27,0.6923
2025-09-21,Centro Sur,Mediano,95,20265.0,69,0.7263
2025-09-21,El Refugio,Chico,67,11100.0,53,0.791
2025-09-21,El Refugio,Grande,45,11960.0,35,0.7778
2025-09-21,El Refugio,Mediano,140,29950.0,104,0.7429
2025-09-21,Jurica,Chico,54,9030.0,44,0.8148
2025-09-21,Jurica,Grande,37,9715.0,26,0.7027
2025-09-21,Jurica,Mediano,95,20535.0,76,0.8
2025-09-21,Juriquilla,Chico,82,13455.0,62,0.7561
2025-09-21,Juriquilla,Grande,72,18935.0,52,0.7222
2025-09-21,Juriquilla,Mediano,163,34785.0,119,0.7301
2025-09-22,Campanario,Chico,119,19390.0,86,0.7227
2025-09-22,Campanario,Grande,78,20745.0,62,0.7949
2025-09-22,Campanario,Mediano,174,37490.0,135,0.7759
2025-09-22,Centro Sur,Chico,75,12330.0,57,0.76
2025-09-22,Centro Sur,Grande,43,11385.0,33,0.7674
2025-09-22,Centro Sur,Mediano,108,23420.0,88,0.8148
2025-09-22,El Refugio,Chico,99,16200.0,73,0.7374
2025-09-22,El Refugio,Grande,55,14550.0,42,0.7636
2025-09-22,El Refugio,Mediano,141,30170.0,105,0.7447
2025-09-22,Jurica,Chico,72,11740.0,52,0.7222
2025-09-22,Jurica,Grande,48,12790.0,38,0.7917
2025-09-22,Jurica,Mediano,97,20835.0,74,0.7629
2025-09-22,Juriquilla,Chico,113,18405.0,81,0.7168
2025-09-22,Juriquilla,Grande,73,19240.0,53,0.726
2025-09-22,Juriquilla,Mediano,168,35735.0,120,0.7143
2025-09-23,Campanario,Chico,108,17735.0,81,0.75
2025-09-23,Campanario,Grande,65,17100.0,47,0.7231
2025-09-23,Campanario,Mediano,191,40930.0,144,0.7539
2025-09-23,Centro Sur,Chico,72,11735.0,51,0.7083
2025-09-23,Centro Sur,Grande,39,10180.0,26,0.6667
2025-09-23,Centro Sur,Mediano,112,23850.0,80,0.7143
2025-09-23,El Refugio,Chico,90,14805.0,68,0.7556
2025-09-23,El Refugio,Grande,62,16270.0,44,0.7097
2025-09-23,El Refugio,Mediano,149,31905.0,111,0.745
2025-09-23,Jurica,Chico,60,9890.0,46,0.7667
2025-09-23,Jurica,Grande,48,12675.0,36,0.75
2025-09-23,Jurica,Mediano,119,25705.0,94,0.7899
2025-09-23,Juriquilla,Chico,113,18695.0,88,0.7788
2025-09-23,Juriquilla,Grande,77,20300.0,57,0.7403
2025-09-23,Juriquilla,Mediano,191,41420.0,156,0.8168
2025-09-24,Campanario,Chico,100,16655.0,81,0.81
2025-09-24,Campanario,Grande,72,19150.0,57,0.7917
2025-09-24,Campanario,Mediano,174,37380.0,133,0.7644
2025-09-24,Centro Sur,Chico,73,12035.0,56,0.7671
2025-09-24,Centro Sur,Grande,52,13800.0,41,0.7885
2025-09-24,Centro Sur,Mediano,103,22145.0,79,0.767
2025-09-24,El Refugio,Chico,93,15330.0,71,0.7634
2025-09-24,El Refugio,Grande,57,15160.0,45,0.7895
2025-09-24,El Refugio,Mediano,163,35035.0,125,0.7669
2025-09-24,Jurica,Chico,54,8885.0,41,0.7593
2025-09-24,Jurica,Grande,38,9935.0,26,0.6842
2025-09-24,Jurica,Mediano,117,25010.0,86,0.735
2025-09-24,Juriquilla,Chico,99,16605.0,83,0.8384
2025-09-24,Juriquilla,Grande,81,21540.0,64,0.7901
2025-09-24,Juriquilla,Mediano,198,42980.0,163,0.8232
2025-09-25,Campanario,Chico,97,15930.0,73,0.7526
2025-09-25,Campanario,Grande,90,23820.0,68,0.7556
2025-09-25,Campanario,Mediano,164,35610.0,135,0.8232
2025-09-25,Centro Sur,Chico,74,12220.0,58,0.7838
2025-09-25,Centro Sur,Grande,37,9860.0,30,0.8108
2025-09-25,Centro Sur,Mediano,107,22840.0,78,0.729
2025-09-25,El Refugio,Chico,78,12835.0,59,0.7564
2025-09-25,El Refugio,Grande,48,12545.0,32,0.6667
2025-09-25,El Refugio,Mediano,152,32540.0,113,0.7434
2025-09-25,Jurica,Chico,74,12110.0,55,0.7432
2025-09-25,Jurica,Grande,50,13305.0,40,0.8
2025-09-25,Jurica,Mediano,113,24005.0,79,0.6991
2025-09-25,Juriquilla,Chico,108,17840.0,84,0.7778
2025-09-25,Juriquilla,Grande,80,21010.0,56,0.7
2025-09-25,Juriquilla,Mediano,179,38130.0,129,0.7207
2025-09-26,Campanario,Chico,96,15495.0,65,0.6771
2025-09-26,Campanario,Grande,59,15710.0,47,0.7966
2025-09-26,Campanario,Mediano,140,30185.0,110,0.7857
2025-09-26,Centro Sur,Chico,53,8725.0,40,0.7547
2025-09-26,Centro Sur,Grande,34,8825.0,21,0.6176
2025-09-26,Centro Sur,Mediano,93,19910.0,69,0.7419
2025-09-26,El Refugio,Chico,69,11650.0,59,0.8551
2025-09-26,El Refugio,Grande,43,11400.0,33,0.7674
2025-09-26,El Refugio,Mediano,110,23425.0,79,0.7182
2025-09-26,Jurica,Chico,63,10255.0,45,0.7143
2025-09-26,Jurica,Grande,37,9760.0,27,0.7297
2025-09-26,Jurica,Mediano,91,19630.0,71,0.7802
2025-09-26,Juriquilla,Chico,83,13570.0,61,0.7349
2025-09-26,Juriquilla,Grande,59,15600.0,45,0.7627
2025-09-26,Juriquilla,Mediano,175,37980.0,143,0.8171
2025-09-27,Campanario,Chico,76,12775.0,64,0.8421
2025-09-27,Campanario,Grande,63,16480.0,43,0.6825
2025-09-27,Campanario,Mediano,133,28495.0,100,0.7519
2025-09-27,Centro Sur,Chico,59,9605.0,42,0.7119
2025-09-27,Centro Sur,Grande,35,9280.0,27,0.7714
2025-09-27,Centro Sur,Mediano,110,23570.0,83,0.7545
2025-09-27,El Refugio,Chico,59,9610.0,42,0.7119
2025-09-27,El Refugio,Grande,49,13160.0,42,0.8571
2025-09-27,El Refugio,Mediano,104,22400.0,81,0.7788
2025-09-27,Jurica,Chico,56,9120.0,40,0.7143
2025-09-27,Jurica,Grande,38,10255.0,34,0.8947
