fecha,categoria,producto,cantidad_valor,cantidad_unidad,especificacion_original,unidad_confirmada,categoria_real,unidad_final
2026-03-18,Abastos,Pepino,10.0,kg,10 kg,True,Abastos,kg
2026-03-18,Abastos,Aguacate,7.0,kg,7 kg (verdes) 3 kg (maduro),True,Abastos,kg
2026-03-18,Abastos,Piña,1.0,pza,1pza grande,True,Abastos - Vegetales,pza
2026-03-18,Abastos,Zanahoria,5.0,kg,5 kg,True,Abastos,kg
2026-03-18,Abastos,Betabel,2.0,kg,2 kg,True,Abastos,kg
2026-03-18,Abastos,Jícama,1.0,pza,1pza grande,True,Abastos - Vegetales,pza
2026-03-18,Abastos,Cebolla,10.0,kg,10kg,True,Abastos,kg
2026-03-18,Abastos,Chile Jalapeño,3.0,kg,3 kg,True,Abastos,kg
2026-03-18,Abastos,Germen de Soya,500.0,g,500 gr,True,Abastos - Vegetales,g
2026-03-18,Semillas,Ajonjolí Negro,500.0,g,500gr,True,Semillas,g
2026-03-18,Semillas,Edamames,1.0,caja,1 caja,True,Mariscos y Proteinas,caja
2026-03-18,Semillas,Veggie Dumplings,1.0,,1,False,Congelados,paquete
2026-03-18,Bebidas,Limón,6.0,,6,False,Abastos - Vegetales,kg
2026-03-18,Bebidas,Maracuyá,6.0,,6,False,Insumos para Bebidas Preparadas,L
2026-03-18,Bebidas,Horchata,6.0,,6,False,Insumos para Bebidas Preparadas,L
2026-03-18,Bebidas,Crema de Coco,5.0,,5,False,Abastos - Lacteos,L
2026-03-18,Bebidas,Agua de Jamaica,9.0,,9,False,Insumos para Bebidas Preparadas,L
2026-03-18,Bebidas,Mango,6.0,,6,False,Abastos - Vegetales,kg
2026-03-22,Mariscos,Atún Nacional,3.5,kg,3.5 kg,True,Mariscos,kg
2026-03-22,Mariscos,Salmón,1.0,lonja,1 lonja,True,Mariscos,lonja
2026-03-22,Mariscos,Camarón,2.0,kg,2 kg,True,Mariscos,kg
2026-03-22,Bebidas,Jugo de Naranja (garrafa),5.5,L,1,True,Bebidas,L
2026-03-22,Abastos,Limón,5.0,kg,5 kg,True,Abastos - Vegetales,kg
2026-03-22,Abastos,Mango,4.0,kg,4 kg verdes 3 kg maduros,True,Abastos - Vegetales,kg
2026-03-22,Abastos,Pepino,18.0,kg,18 kg,True,Abastos,kg
2026-03-22,Abastos,Aguacate,4.0,kg,4 kg verdes 7 kg maduros,True,Abastos,kg
2026-03-22,Abastos,Piña,1.0,chica,1 chica,True,Abastos - Vegetales,chica
2026-03-22,Abastos,Jícama,1.0,grande,1 grande,True,Abastos - Vegetales,grande
2026-03-22,Abastos,Cilantro,1.0,manojo,1 manojo chico,True,Abastos,manojo
2026-03-22,Abastos,Germen de Soya,500.0,g,500 gr,True,Abastos - Vegetales,g
2026-03-22,Abastos,Miel,1.0,litro,1 litro,True,Abastos,litro
2026-03-22,Semillas,Ajonjolí Negro,500.0,g,500 gr,True,Semillas,g
2026-03-22,Semillas,Ajonjolí Blanco,500.0,g,500 gr,True,Semillas,g
2026-03-22,Semillas,Girasol,500.0,g,500 gr,True,Semillas,g
2026-03-22,Semillas,Platanitos,1.0,bolsa,1 bolsa,True,Semillas y Toppings,bolsa
2026-03-22,Desechables,Bowl (empaque),32.0,oz,32oz con tapas 1,True,Desechables,oz
2026-03-22,Desechables,Bowl (empaque),26.0,oz,26oz con tapas 1,True,Desechables,oz
2026-03-22,Desechables,Salsa de Soya,1.0,,1,False,Salsas y Condimentos,L
2026-03-22,Desechables,Furikake,1.0,,1,False,Semillas y Toppings,kg
2026-03-22,Desechables,Jengibre,1.0,,1,False,Abastos - Vegetales,kg
2026-03-22,Desechables,Masago,1.0,,1,False,Mariscos y Proteinas,kg
2026-03-22,Desechables,Veggie Dumplings,1.0,,1,False,Congelados,paquete
2026-03-22,Desechables,Arroz Blanco,1.0,,1,False,Abastos - Granos,kg
2026-03-22,Desechables,Sake,1.0,,1,False,Salsas y Condimentos,L
2026-03-22,Desechables,Arroz Integral,2.0,,2,False,Abastos - Granos,kg
2026-03-22,Desechables,Alga Nori (Seaweed),2.0,,2,False,Semillas y Toppings,kg
2026-03-22,Desechables,Kanikama,3.0,kg,3 kg,True,Mariscos y Proteinas,kg
2026-03-22,Desechables,Palillos,3.0,,3,False,Desechables - Papel,paquete
2026-03-22,Desechables,Quinoa,1.0,,1,False,Abastos - Granos,kg
2026-03-22,Bebidas,Limón,10.0,,10,False,Abastos - Vegetales,kg
2026-03-22,Bebidas,Maracuyá,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-22,Bebidas,Horchata,9.0,,9,False,Insumos para Bebidas Preparadas,L
2026-03-22,Bebidas,Crema de Coco,9.0,,9,False,Abastos - Lacteos,L
2026-03-22,Bebidas,Agua de Jamaica,8.0,,8,False,Insumos para Bebidas Preparadas,L
2026-03-22,Bebidas,Mango,10.0,,10,False,Abastos - Vegetales,kg
2026-03-22,Bebidas,Pulpo,2.0,,2,False,Mariscos y Proteinas,kg
2026-03-22,Bebidas,Yogurt Natural,3.0,,3,False,Abastos - Lacteos,L
2026-03-22,Bebidas,Huevo,1.0,docena,1 docena,True,Bebidas,docena
2026-03-22,Bebidas,Cloro,1.0,,1,False,Limpieza,L
2026-03-22,Bebidas,Servilletas,1.0,,1,False,Desechables - Papel,paquete
2026-03-22,Bebidas,Salsa Macha,2.0,,2,False,Salsas y Condimentos,L
2026-03-22,Bebidas,Chipotle,12.0,,12,False,Salsas y Condimentos,kg
2026-03-22,Bebidas,Agua Natural,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-22,Bebidas,Bolsa para Basura,1.0,,1,False,Desechables - Papel,paquete
2026-03-22,Bebidas,Agua de Coco,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-22,Bebidas,Coca-Cola,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-22,Bebidas,Coca-Cola Light,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-22,Bebidas,Salsa Maggi,1.0,,1,False,Salsas y Condimentos,L
2026-03-22,Bebidas,Salsa Inglesa,1.0,,1,False,Salsas y Condimentos,L
2026-03-22,Bebidas,Queso Crema,1.0,,1,False,Abastos - Lacteos,kg
2026-03-22,Bebidas,Dumpling de Pollo,2.0,,2,False,Congelados,paquete
2026-03-22,Otros,Bolsa de Papel To-Go Chica,1.0,,1,False,Desechables - Papel,paquete
2026-03-22,Otros,Cebolla Crujiente,1.0,,1,False,Semillas y Toppings,kg
2026-03-22,Otros,Scoop,2.0,,2,False,Utensilios,pza
